LOGRADOURO;COD_BAIRRO;ID_TIPO;TELEFONE;DATA;ID_EQUIPAM;ID_TIPO_DE;COD_MUNICI;NOME_BAIRR;NOME_MUNIC;NOME;AGENCIA;COORDX;COORDY;Id
Avenida Abdo Saade, 24, Parque Jacaraípe, Serra;0;0;0;;0;0;3205002;;Serra;11º DISTRITO POLICIAL;Polícia Civil;-40,1861998624212;-20,1550003326894;332
Avenida Eldes Scherrer de Souza, Parque Residencial Laranjeiras, Serra;0;0;0;;0;0;3205002;;Serra;13º DISTRITO POLICIAL;Polícia Civil;-40,2548004557218;-20,1948021268259;333
Rua Martinho Máximo Scardua, Centro, Itarana;0;0;0;;0;0;3202900;;Itarana;2º PELOTÃO DA 2ª CIA DO BATALHÃO DE POLÍCIA  AMBIENTAL;Polícia Militar;-40,8709005384716;-19,8708044935054;334
Praça Ana Matos, Centro, Itarana;0;0;0;;0;0;3202900;;Itarana;DPM DE ITARANA;Polícia Militar;-40,8759003221054;-19,8748980836423;335
Rua Dom Luiz Scartegande, 325, Centro, Itarana;0;0;0;;0;0;3202900;;Itarana;DELEGACIA DE ITARANA;Polícia Civil;-40,8753998756126;-19,8713985233445;336
Rua 14 de Julho, Santo Antonio do Canaã, Santa Teresa;0;0;0;;0;0;3204609;;Santa Teresa;DPM DE SANTO ANTONIO DO CANAÃ;Polícia Militar;-40,6523005747531;-19,8234064039662;337
Avenida Ricardo Pasoline, 82, Centro, Santa Teresa;0;0;0;;0;0;3204609;;Santa Teresa;8ª COMPANHIA INDEPENDENTE DE POLÍCIA MILITAR;Polícia Militar;-40,5998004079009;-19,9309024983627;338
Rua Coronel Bonfim Junior, 55, Centro, Santa Teresa;0;0;0;;0;0;3204609;;Santa Teresa;12ª DELEGACIA REGIONAL - SANTA TERESA;Polícia Civil;-40,609799579649;-19,9398010153915;339
Rua Costa Pereira, Centro, Santa Leopoldina;0;0;0;;0;0;3204500;;Santa Leopoldina;POSTO AVANCADO DA 1ª CIA  DO 6º BBM;Bombeiro Militar;-40,5285999328592;-20,1007939415696;340
Avenida Presidente Vargas,1437, Centro, Santa Leopoldina;0;0;0;;0;0;3204500;;Santa Leopoldina;DPM DE SANTA LEOPOLDINA;Polícia Militar;-40,52680017263;-20,1005023648729;341
Rodovia ES-080, Barra do Mangaraí, Santa Leopoldina;0;0;0;;0;0;3204500;;Santa Leopoldina;DPM DE BARRA DO MANGARAI;Polícia Militar;-40,4391004683582;-20,1341968761265;342
Rua Porfírio Furtado, 47, Centro, Santa Leopoldina;0;0;0;;0;0;3204500;;Santa Leopoldina;DELEGACIA DE POLÍCIA DE SANTA LEOPOLDINA;Polícia Civil;-40,5282003681753;-20,1015020636711;343
Rua Nestor Gomes, 200, Rodoviária, Centro, Vargem Alta;0;0;0;;0;0;3205036;;Vargem Alta;2º PELOTÃO DA 3ª COMPANHIA DO 9º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-41,012999675451;-20,6755003247123;344
Rodovia Gumercindo Moura Nunes, Castelinho, Vargem Alta;0;0;0;;0;0;3205036;;Vargem Alta;DPM DE CASTELINHO;Polícia Militar;-40,9843995769243;-20,5175015848584;345
Avenida Beira Rio, Centro, Vargem Alta;0;0;0;;0;0;3205036;;Vargem Alta;3º PELOTÃO DA 3ª COMPANHIA DO 9º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-41,0056997636888;-20,66939863746;346
Praça Padre Olivio, Jaciguá, Vargem Alta;0;0;0;;0;0;3205036;;Vargem Alta;DPM DE JACIGUÁ;Polícia Militar;-41,0162994117895;-20,7029002112505;347
Rua Frederico Fontana, 48, Centro, Vargem Alta;0;0;0;;0;0;3205036;;Vargem Alta;DELEGACIA DE VARGEM ALTA;Polícia Civil;-41,0125996348136;-20,6734005918963;348
Avenida Castelo Branco, Vila Landinha, Barra de São Francisco;0;0;0;;0;0;3200904;;Barra de Sao Francisco;POSTO AVANCADO DA 2ª CIA DO 2º BBM;Bombeiro Militar;-40,8849002460204;-18,7574008676689;349
Rua Duque de Caxias, s.n., Bairro Colina, B.S.Francisco;0;0;0;;0;0;3200904;;Barra de Sao Francisco;SERVIÇO DE ATENDIMENTO AO CIDADÃO - COLINA;Polícia Militar;-40,8926004393337;-18,7623008074541;350
Rua Vereador Antônio Roas Huebra, 293, Centro, Barra de São Francisco;0;0;0;;0;0;3200904;;Barra de Sao Francisco;11º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-40,8898996369124;-18,7583983452798;351
Rua Principal, Vila Itaperuna, Barra de São Francisco;0;0;0;;0;0;3200904;;Barra de Sao Francisco;DPM DE VILA ITAPERUNA;Polícia Militar;-40,7338001730195;-18,7098953303152;352
Rua Principal, Distrito de Vila Paulista, Barra de São Francisco;0;0;0;;0;0;3200904;;Barra de Sao Francisco;DPM DE VILA PAULISTA;Polícia Militar;-40,7959004587415;-18,6658999982508;353
Rua Henrique Fanti, Nova Barra, Barra de São Francisco;0;0;0;;0;0;3200904;;Barra de Sao Francisco;14ª DELEGACIA REGIONAL - BARRA DE SAO FRANCISCO;Polícia Civil;-40,8990001308657;-18,7690023332322;354
Rua Floriano Rubim, Centro, Mantenópolis;0;0;0;;0;0;3203304;;Mantenópolis;DPM DE MANTENÓPOLIS;Polícia Militar;-41,1209998977047;-18,8611983708186;355
Rua Maria Teodoro,511, Centro, Mantenópolis;0;0;0;;0;0;3203304;;Mantenópolis;DELEGACIA DE MANTENOPOLIS;Polícia Civil;-41,1222000991332;-18,8627022112735;356
Rua Ottor Maier, 104, Centro, Laranja da Terra;0;0;0;;0;0;3203163;;Laranja da Terra;DPM DE LARANJA DA TERRA;Polícia Militar;-41,0573998355714;-19,8979041181241;357
Estrada São Luiz de Miranda, Terminal Rodoviário, Laranja da Terra;0;0;0;;0;0;3203163;;Laranja da Terra;NÚCLEO POLICIAL DE LARANJA DA TERRA;Polícia Civil;-41,0585002284281;-19,9028049483323;358
Rua Anália Vieira de Souza, 270, São Vicente, Afonso Cláudio;0;0;0;;0;0;3200102;;Afonso Cláudio;DESTACAMENTO DE POLÍCIA AMBIENTAL DE AFONSO CLÁUDIO;Polícia Militar;-41,1244002145839;-20,0833003623364;359
Rua José Jorge Haddad, 88, Centro, Afonso Cláudio;0;0;0;;0;0;3200102;;Afonso Cláudio;2ª COMPANHIA INDEPENDENTE DE POLÍCIA MILITAR;Polícia Militar;-41,1256005906503;-20,0725019138168;360
Rua Maria Pádua Soares, Centro, Afonso Cláudio;0;0;0;;0;0;3200102;;Afonso Cláudio;DELEGACIA DE AFONSO CLAUDIO;Polícia Civil;-41,12599946392;-20,0733009451682;361
Rua 3 de Maio, Centro, Brejetuba;0;0;0;;0;0;3201159;;Brejetuba;DPM DE BREJETUBA;Polícia Militar;-41,2899005148558;-20,1471033764631;362
Rua José Olindo Badaró, 76, Centro, Brejetuba;0;0;0;;0;0;3201159;;Brejetuba;DELEGACIA DE BREJETUBA;Polícia Civil;-41,2915997140264;-20,1489958359777;363
Rodovia BR-262, km 158, Novo Horizonte, Ibatiba;0;0;0;;0;0;3202454;;Ibatiba;14º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-41,5132999974053;-20,2378938282635;364
Avenida Servolo Rodrigues Trindade, 549, Boa Esperança, Ibatiba;0;0;0;;0;0;3202454;;Ibatiba;8ª DELEGACIA REGIONAL - IBATIBA;Polícia Civil;-41,5046998709451;-20,232093292419;365
Avenida Getúlio Vargas, Vila Verde, Iúna;0;0;0;;0;0;3203007;;Iúna;DPM DE IÚNA;Polícia Militar;-41,5364999647925;-20,3452019255246;366
Travessa Manoel J. de Ribeiro, Pequiá, Iúna;0;0;0;;0;0;3203007;;Iúna;DPM DE PEQUIA;Polícia Militar;-41,7779997293813;-20,2751058830774;367
Rua Espírito Santo, 161, Quilombo, Iúna;0;0;0;;0;0;3203007;;Iúna;DELEGACIA DE POLÍCIA DE IÚNA;Polícia Civil;-41,5326998789195;-20,3514062398904;368
Avenida Otávio Shwartz, Centro, Ibitirama;0;0;0;;0;0;3202553;;Ibitirama;DPM DE IBITIRAMA;Polícia Militar;-41,660000061957;-20,5396057090412;369
Rua José de Melo, Santa Marta, Ibitirama;0;0;0;;0;0;3202553;;Ibitirama;DPM DE SANTA MARTA;Polícia Militar;-41,7166999001879;-20,5110988103025;370
Avenida Acidalia Vieira Knust,08, Centro, Ibitirama;0;0;0;;0;0;3202553;;Ibitirama;DELEGACIA DE IBITIRAMA;Polícia Civil;-41,6656998912912;-20,5408001739466;371
Rodovia ES-495, Pedra Menina, Dores do Rio Preto;0;0;0;;0;0;3202009;;Dores do Rio Preto;DPM DE PEDRA MENINA;Polícia Militar;-41,8181003698544;-20,5542047368877;372
Rua Pedro de Alcantara Galveia, Centro, Dores do Rio Preto;0;0;0;;0;0;3202009;;Dores do Rio Preto;DPM DE DORES DO RIO PRETO;Polícia Militar;-41,8499998724994;-20,6905949147671;373
Rua Pedro Alcantara Gouveia, Centro, Dores do Rio Preto;0;0;0;;0;0;3202009;;Dores do Rio Preto;DELEGACIA DE DORES DO RIO PRETO;Polícia Civil;-41,8497000726294;-20,693597017982;374
Rodovia Norival Couzi, Monteiro Torres, Guaçuí;0;0;0;;0;0;3202306;;Guaçuí;2ª COMPANHIA DO 3º BATALHÃO DE BOMBEIROS MILITARES;Bombeiro Militar;-41,6783001499183;-20,7782009978335;375
Rua Maranhão, Centro, Guaçuí;0;0;0;;0;0;3202306;;Guaçuí;2ª COMPANHIA DO 3º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-41,6744002359508;-20,7680957597208;376
Rua Joaquim Martinho de Carvalho, 269, Centro, Guaçuí;0;0;0;;0;0;3202306;;Guaçuí;2º PELOTÃO DA 4ª CIA DO BATALHÃO DE POLÍCIA AMBIENTAL;Polícia Militar;-41,6740003960797;-20,7679033615302;377
Avenida José Alexandre, 15, Centro, Guaçuí;0;0;0;;0;0;3202306;;Guaçuí;DELEGACIA DE GUACUI;Polícia Civil;-41,6681996748035;-20,7755053338973;378
Rua Maestro Elipio de Sá Viana, Divineia, São José do Calçadp;0;0;0;;0;0;3204807;;Sao José do Calçado;DPM DE SAO JOSE DO CALCADO;Polícia Militar;-41,6571998250667;-21,0304952689986;379
Rua Doutor José Fernando Medina, 399, Centro, São José do Calçado;0;0;0;;0;0;3204807;;Sao José do Calçado;DELEGACIA DE SÂO JOSÉ DO CALCADO;Polícia Civil;-41,6530000085164;-21,0227061980972;380
Rua Lourival Calvichine, Belvedere, Bom Jesus do Norte;0;0;0;;0;0;3201100;;Bom Jesus do Norte;3ª COMPANHIA DO 3º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-41,6677998028348;-21,1236001239434;381
Rua Pedro Casemiro de Campos, 85, São Sebastião,;0;0;0;;0;0;3201100;;Bom Jesus do Norte;DELEGACIA DE BOM JESUS DO NORTE;Polícia Civil;-41,6725997629276;-21,1246980935659;382
Rua Jader Filho, 41, Francisco Jorge da Silva, Apiacá;0;0;0;;0;0;3200508;;Apiacá;DPM DE APIACÁ;Polícia Militar;-41,5658000477237;-21,1592961476678;383
Rua Augusta Cesário, 52, Centro Apiacá;0;0;0;;0;0;3200508;;Apiacá;DELEGACIA DE APIACÁ;Polícia Civil;-41,5670999981918;-21,1504011732094;384
Avenida Presidente Vargas, 384, Penedo, Mimoso do Sul;0;0;0;;0;0;3203403;;Mimoso do Sul;15ª COMPANHIA INDEPENDENTE DE POLÍCIA MILITAR;Polícia Militar;-41,360000376556;-21,0608977886711;385
Rua Colina de Araribóia, Centro, Mimoso do Sul;0;0;0;;0;0;3203403;;Mimoso do Sul;DELEGACIA DE MIMOSO DO SUL;Polícia Civil;-41,3620997955187;-21,0632976187534;386
Rua João Felipe, Centro, Alto Rio Novo;0;0;0;;0;0;3200359;;Alto Rio Novo;DPM DE ALTO RIO NOVO;Polícia Militar;-41,0178998941748;-19,0559009451515;387
Rua Paulo Martins, Centro, Alto Rio Novo;0;0;0;;0;0;3200359;;Alto Rio Novo;DELEGACIA DE ALTO RIO NOVO;Polícia Civil;-41,0174002842;-19,0584989358725;388
Rua José da Cruz, 185, Centro, Ecoporanga;0;0;0;;0;0;3202108;;Ecoporanga;UIP - DPM DE ECOPORANGA;Polícia Militar;-40,8292998765245;-18,3733944879812;389
Rua José da Cruz, Centro, Ecoporanga;0;0;0;;0;0;3202108;;Ecoporanga;DELEGACIA DE ECOPORANGA;Polícia Civil;-40,8292001248312;-18,3729979255373;390
Rua Joaquim de Souza, Centro, Água Doce do Norte;0;0;0;;0;0;3200169;;Água Doce do Norte;2ª COMPANHIA DO 11º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-40,9813000751061;-18,5488008590825;391
Avenida São Paulo, 209, Nova Cidade, Boa Esperança;0;0;0;;0;0;3201001;;Boa Esperança;DPM DE BOA ESPERANÇA;Polícia Militar;-40,2907002204236;-18,5397952758153;392
Rua Doutor Pedro Hekenhoff, 327, Centro, Boa Esperança;0;0;0;;0;0;3201001;;Boa Esperança;DELEGACIA DE BOA ESPERANCA;Polícia Civil;-40,2934994862624;-18,5393966029557;393
Rodovia José Alves de Oliveira, ES-341, Nilton Sá, Pancas;0;0;0;;0;0;3204005;;Pancas;2º PELOTÃO DA 3ª COMPANHIA DO 8º BATALHÃO;Polícia Militar;-40,8402997731262;-19,2265016860914;394
Avenida 13 de Maio, 622, Centro, Pancas;0;0;0;;0;0;3204005;;Pancas;2º PELOTÃO DA 3ª COMPANHIA DO 8º BATALHÃO;Polícia Militar;-40,8519998720007;-19,2229057284198;395
Rua Januário Ribeiro, Vila Verde, Pancas;0;0;0;;0;0;3204005;;Pancas;DPM DE VILA VERDE;Polícia Militar;-40,8745002353134;-18,9724054094559;396
Rua Diamante, 392, Centro, Pancas;0;0;0;;0;0;3204005;;Pancas;DELEGACIA DE POLÍCIA DE PANCAS;Polícia Civil;-40,8541994996103;-19,2251057693948;397
Avenida Rio Doce, Sapucaia, Baixo Guandu;0;0;0;;0;0;3200805;;Baixo Guandú;DPM DE BAIXO GUANDU;Polícia Militar;-41,0230003002656;-19,5077015827345;398
Rua Pedro Álvares Cabral, Rosário I, Baixo Guandu;0;0;0;;0;0;3200805;;Baixo Guandú;12ª COMPANHIA DO 8º BATALHÃO DE POLÍCIA MILITAR;Polícia Militar;-41,028199533089;-19,5073994702433;399
Rua Eraldo Nunes Ferreira, São Pedro, Baixo Guandu;0;0;0;;0;0;3200805;;Baixo Guandú;DELEGACIA DE BAIXO GUANDU;Polícia Civil;-41,0080003568291;-19,5199998371506;400
